title,address,description,date,seller,price,image
4 bedroom semi-detached house for sale,"The Harbourne, Longbridge Place","* HOME OF THE WEEK
* Open plan kitchen/breakfast room with garden access
* Dining/Family room
* Living room to first floor
* Ensuite bathrooms in both master bedroom and bedroom 2
* Family bathroom",29/01/2019,"Smart Homes Ltd, Shirley - Sales","£339,995",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/52k/51639/83899226/51639_100393014910_IMG_09_0000_max_476x317.jpg
2 bedroom apartment for sale,"Million Pen Building, Jewellery Quarter","**LAST TWO REMAINING UNITS** A Grade II Listed building, this unique development will showcase its original features, combined with 21st century contemporary design. The result offers all the comforts of modern living, in a setting of genuine historic and architectural interest. Built in 1893 ...",12/12/2019,"Maguire Jackson, Birmingham Sales","£335,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/13k/12750/76129771/12750_103430004642_IMG_01_0000_max_476x317.jpg
2 bedroom apartment for sale,"Iron Works, Alcester Street, Birmingham","**BE AT THE CENTRE OF IT ALL** Iron Works is located on Alcester Street in Digbeth, Birmingham, the UK's ""second city"". A handsome red brick building built in circa 1905, Iron Works stands at the corner of Alcester Street and Green Street in Digbeth. Three storeys in stature Iron Work...",12/12/2019,"Maguire Jackson, Birmingham Sales","£335,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/13k/12750/76129714/12750_103430004881_IMG_01_0000_max_476x317.jpg
3 bedroom apartment for sale,"Summer House, Jewellery Quarter"," LV PROPERTY are delighted to present this brand new three double bedroom apartment, perfectly located within Birmingham's Jewellery Quarter and city centre. This luxury apartment has been recently built to a very high standard by Seven Capital and offers around 900 sq/f of living space. The ...",18/11/2019,"LV PROPERTY, Birmingham","£335,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/55k/54627/65792538/54627_9946716_IMG_01_0000_max_476x317.jpg
5 bedroom terraced house for sale,"Drayton Road, Kings Heath, Birmingham, B14",GREAT OPPORTUNITY TO PURCHASE THIS FIVE BEDROOM MID TERRACE RESIDENCE set out over three floors and situated in this popular location within close proximity of Kings Heath High Street. EP Rating D. ,21/08/2019,"Robert Oulsnam & Company, Kings Heath","£335,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/37k/36581/65821674/36581_KHT190016_IMG_01_0000_max_476x317.JPG
1 bedroom semi-detached house for sale,"Osbourne Close, Birmingham","Bijou, contemporary and chic are all phrases that apply to this One bedroom, semi detached property... situated very close to Motorway access links and Birmingham town centre which offers an abundance of amenities ... so if you're looking for a change of lifestyle which means comfort and ease, or...",28/11/2019,"Just Move Estate Agents & Lettings, Erdington","£85,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/108k/107051/66686472/107051_8368989_IMG_01_0000_max_476x317.jpg
4 bedroom semi-detached house for sale,"Pershore Road, Birmingham, B29","Four double bedroom three storey semi detached property in brief comprising on the ground floor lounge, dining room and kitchen. On the first floor two en suite bedrooms and a further two bedrooms and bathroom on the second floor. ",11/11/2019,"Oakton Estates, Birmingham","£335,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/73k/72455/86497544/72455_VM639_IMG_00_0000_max_476x317.JPG
2 bedroom apartment for sale,"Iron Works, Digbeth, Birmingham","FINAL FEW REMAINING - This STUNNING TWO bedroom, TWO bath apartment offering polished concrete flooring with UNDERFLOOR HEATING throughout. The apartment also benefits from BUSTER & PUNCH fixtures along with black trendy ironmongery. Each individual property has been designed with luxury...",16/07/2019,"Centrick, Birmingham - Sales","£335,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/55k/54893/83356079/54893_28942646_IMG_01_0000_max_476x317.jpg
3 bedroom semi-detached house for sale,"Barnt Green Road, Birmingham, B45",BEAUTIFULLY REFURBISHED THREE BEDROOM SEMI DETACHED FAMILY HOME IN THE POPULAR LOCATION OF COFTON HACKETT. MODERN KITCHEN. DRIVEWAY FOR FIVE VEHICLES. FREEHOLD AND NO CHAIN. NOT TO BE MISSED ,14/11/2019,"Gordon Jones, Birmingham","£335,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/23k/22217/86607626/22217_khbarnt_IMG_00_0000_max_476x317.JPG
3 bedroom apartment for sale,"Kenilworth Court, Edgbaston",A stylish three bedroomed apartment extending to just under 1700 sq ft and providing a mix of contemporary living with original art deco character set within a highly regarded development.,16/10/2019,"Robert Powell, Birmingham","£335,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/18k/17688/74815330/17688_101367007685_IMG_01_0000_max_476x317.jpg
4 bedroom semi-detached house for sale,"Ridge Close, Kings Heath, Birmingham",SHAKESPEARES are offering a Beautifully Presented Greatly Extended Semi Detached Family Home Situated in a Quiet Cul de Sac Location,10/12/2019,"Shakespeares Estate Agents, Solihull  Shirley","£335,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/3k/2368/81564305/2368_msi0930_IMG_15_0000_max_476x317.jpg
3 bedroom semi-detached house for sale,"Whitley Court Road, Quinton","""SIMPLY STUNNING"" Fabulous semi detached home with NO UPWARD CHAIN. JUST REFURBISHED to a HIGH STANDARD. Lounge, BESPOKE kitchen opening into dining room (38ft of entertaining space), downstairs shower room & utility area. 3 x bedrooms & LUXURY bathroom. DRIVEWAY & garden to...",06/11/2019,"Humberstones Homes, Quinton","£335,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/34k/33146/65921748/33146_9878918_IMG_06_0000_max_476x317.jpg
4 bedroom semi-detached house for sale,"The Carter, Longbridge Place","Longbridge Place is a new collection of both one and two bedroom apartments, and three and four bedroom homes. Located in Longbridge, it is ideal for those commuting to Birmingham, whilst accommodating abounding attractions- there is something for everyone",29/01/2019,"Smart Homes Ltd, Shirley - Sales","£334,995",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/52k/51639/78950855/51639_100393011297_IMG_12_0000_max_476x317.jpg
4 bedroom mews house for sale,"Longbridge Place, Longbridge, Birmingham, B45 8NN",A rare opportunity to buy a brand new property in the recently completed and already well regarded Longbridge Place development. The property benefits from high quality and contemporary interiors thro...,20/04/2019,"Wentworth & Rose , Harborne","£334,995",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/93k/92029/81060932/92029_501315_IMG_01_0000_max_476x317.jpg
4 bedroom semi-detached house for sale,"Malow Close,
B45 8FQ",This home features OPEN PLAN kitchen diner with FRENCH DOORS to the garden. Master bedroom has EN-SUITE and FITTED WARDROBES. With RING 2 DOORBELL and NEST THERMOSTAT as standard. Plus DOUBLE PARKING. ,21/10/2019,St Modwen Homes,"£332,995",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/75k/74739/85821368/74739_BECKET_IMG_00_0000_max_476x317.jpg
2 bedroom apartment for sale,"Retirement Village, High Street, Harborne, B17","Set in elegant and prestigious Edgbaston, St George's Place is a luxury retirement development of cottages and apartments, beautifully restored from former school buildings. Set in beautiful landscaped gardens with access to parking, luxury health club, swimming pool, library and restaurants",07/06/2019,"Royal Estates, Birmingham","£332,500",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/79k/78164/82444010/78164_1302_IMG_01_0000_max_476x317.jpg
2 bedroom apartment for sale,"Chamberlain Place, 2 Church Road, Birmingham, West Midlands, B15","Set in elegant and prestigious Edgbaston, St George's Place is a luxury retirement development of cottages and apartments, beautifully restored from former school buildings. Set in beautiful landscaped gardens with access to parking, luxury health club, swimming pool, library and restaurants",04/06/2019,"Royal Estates, Birmingham","£332,500",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/79k/78164/72089812/78164_1296_IMG_01_0000_max_476x317.jpg
2 bedroom apartment for sale,"The Bank Tower 2, Sheepcote Street, Birmingham, B15","The Bank Tower 2 presents a range of luxurious one, two and three bedroom apartments in Birmingham´s tallest residential building. At over 100 metres in height, this 33 storey skyscraper offers unrivalled views across the city and its distinctive network of working canals.",27/07/2019,"Martin & Co, Birmingham City","£330,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/167k/166586/64004178/166586_100714011599_IMG_01_0000_max_476x317.jpg
2 bedroom apartment for sale,"The Cube East, Wharfside Street, Birmingham","**DONT MISS OUT** A fantastic opportunity to purchase a two bedroom, two bathroom apartment offering spectacular panoramic views from its 17th floor location. Internally it boasts a high specification, intricate details from the under floor heating to the flexibility of a sliding door/open plan ...",31/10/2019,"James Laurence Sales and Lettings, Birmingham","£330,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/11k/10499/75185737/10499_102857003248_IMG_01_0000_max_476x317.jpg
3 bedroom detached house for sale,"Shirley Road, Acocks Green, BIRMINGHAM","This detached property comes with a driveway, three bedrooms, two reception rooms, extended kitchen and an upstairs bathroom with local amenaties less than half a mile away.",23/10/2019,"Connells, B'ham South - Kings Heath","£330,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/2k/1592/85484057/1592_KTH307100_IMG_07_0000_max_476x317.JPG
3 bedroom semi-detached house for sale,"Fox Hollies Road, Hall Green",Klarico Estate Agents present this 3 bedroom semi-detached property situated within Hall Green. Benefits from uPVC double glazing and an extended porch with 3 reception rooms including a converted garage. This property also provides off-street parking for multiple vehicles.,21/10/2019,"Manny Klarico, Hall Green","£330,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/191k/190028/85817840/190028_29193364_IMG_01_0000_max_476x317.jpg
3 bedroom semi-detached house for sale,"Salisbury Drive, Birmingham, B46",***SPACIOUS***TRADITIONAL FAMILY HOME***AMPLE LOUNGE/DINER***RE-FITTED MODERN KITCHEN***GUEST W.C.***STUDY (GARAGE CONVERSION)***CONSERVATORY***THREE DOUBLE BEDROOMS***GOOD SIZE BATHROOM***LOFT SPACE***PRIVATE REAR GARDEN***MULTI VEHICLE DRIVEWAY***A fantastic opportunity to purchase this re-furb...,12/12/2019,"Purplebricks, covering Central England","£330,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/152k/151073/67016568/151073_870210-1_IMG_01_0000_max_476x317.JPG
2 bedroom apartment for sale,"William Street,
Birmingham,
B15 1LH ","SHOW HOME NOW OPEN! Arden Gate is in the CENTRE of Birmingham & is just a few MINUTES WALK from Brindley Place, Paradise Circus & Broad Street. HELP TO BUY AVAILABLE. Perfect for YOUNG PROFESSIONALS who want to LIVE, WORK & PLAY in Birmingham. SPACIOUS, HIGH SPEC apartments with PARKING available. ",11/12/2019,Court Living,"£330,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/201k/200564/87416489/200564_2bedSHOWHOME_IMG_00_0000_max_476x317.jpg
5 bedroom semi-detached house for sale,"Moat Lane, Yardley, Birmingham",MASSIVE EXTENDED SEMI! This FIVE bedroom semi detached has been refirbished and extended to a high standard! With TWO RECEPTION ROOMS as well as a KITCHEN DINER this ticks all the boxes for any FAMILY! Threre is also an external GAMES/GYM Building at the rear of the garden!,13/11/2019,"Burchell Edwards, Sheldon - Sales","£330,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/90k/89545/80594189/89545_SHL205341_IMG_14_0001_max_476x317.JPG
3 bedroom flat for sale,"Lexington Gardens, BIRMINGHAM","A beautifully presented spacious apartment close to the City Centre. With built in appliances, three bedrooms and two bathrooms, this apartment is an ideal home purchase or investment opportunity. The property also comes with allocated parking.",11/11/2019,"Connells, Birmingham City","£330,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/33k/32172/75439966/32172_DIG106867_IMG_01_0000_max_476x317.JPG
5 bedroom terraced house for sale,"College Road, Moseley, Birmingham, West Midlands, B13","Dixons are pleased to present this five double bedroom terraced house. The property briefly comprises of entrance hall, three reception rooms, kitchen and shower room. Further to this the 1st and 2nd floor comprise of 5 bedrooms, bathroom and w.c. The property also benefits from gas central heati...",02/12/2019,"Dixons, Moseley","£330,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/1k/30/71654050/30_MOS150069_IMG_01_0000_max_476x317.JPG
5 bedroom semi-detached house for sale,"College Road, Moseley, Birmingham, B13","A spacious three storey family home, located close to the Stratford Road with main bus routes into the City Centre and offering gas centrally heated accommodation with five double bedrooms. EP Rating E ",03/12/2019,"Robert Oulsnam & Company, Moseley","£330,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/37k/36548/85710014/36548_MOS180079_IMG_01_0000_max_476x317.JPG
4 bedroom semi-detached house for sale,"Quinton Lane, Quinton, Birmingham, West Midlands, B32","An EXTENDED four bedroom semi detached family home with landscaped garden, GARAGE, and DRIVEWAY for multiple cars in this sought after tree lined road in QUINTON, briefly comprising porch, open plan lounge/dining and kitchen with doors leading off to the garage and conservatory, FOUR bedrooms wit...",05/07/2019,"Dixons, Quinton","£330,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/1k/32/83096354/32_BRW170416_IMG_01_0000_max_476x317.jpg
